date,home_team,away_team,home_att,away_att,home_mid,away_mid,home_def,away_def,home_score,away_score,home_rank,away_rank,home_rankpoint,away_rankpoint,tournament,city,country,neutral
2021-09-09,Argentina,Bolivia,86,59,82,66,80,66,3,0,6,82,1714.43,1285.94,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE
2021-09-09,Brazil,Peru,81,71,80,73,80,71,2,0,2,22,1797.67,1543.16,FIFA World Cup qualification,Recife,Brazil,FALSE
2021-10-06,Italy,Spain,84,83,84,84,82,84,1,2,5,8,1735.73,1673.68,UEFA Nations League,Milan,Italy,FALSE
2021-10-07,Mexico,Canada,79,73,78,74,74,69,1,1,9,51,1666.19,1416.23,FIFA World Cup qualification,Mexico City,Mexico,FALSE
2021-10-07,Belgium,France,85,88,83,85,80,82,2,3,1,4,1832,1754.31,UEFA Nations League,Turin,Italy,TRUE
2021-10-08,Czech Republic,Wales,77,75,76,74,74,69,2,2,31,19,1494.78,1563.59,FIFA World Cup qualification,Prague,Czech Republic,FALSE
2021-10-08,Germany,Romania,84,72,85,72,80,70,2,1,14,42,1627.8,1451.8,FIFA World Cup qualification,Hamburg,Germany,FALSE
2021-10-09,Finland,Ukraine,71,77,71,77,68,73,1,2,55,27,1406.92,1520.07,FIFA World Cup qualification,Helsinki,Finland,FALSE
2021-10-10,Italy,Belgium,84,85,84,83,82,80,2,1,5,1,1753.73,1832.33,UEFA Nations League,Turin,Italy,FALSE
2021-10-10,Spain,France,83,87,84,84,84,83,1,2,8,4,1673.68,1754.31,UEFA Nations League,Milan,Italy,TRUE
2021-10-12,England,Hungary,87,73,83,70,84,74,1,1,3,40,1755.44,1456.93,FIFA World Cup qualification,London,England,FALSE
2021-11-11,Republic of Ireland,Portugal,70,84,72,83,73,85,0,0,51,8,1430.59,1681.73,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE
2021-11-11,Greece,Spain,74,83,75,85,72,82,0,1,47,7,1434.83,1687.66,FIFA World Cup qualification,Athens,Greece,FALSE
2021-11-11,Romania,Iceland,73,72,73,70,70,68,0,0,41,62,1451.76,1397.49,FIFA World Cup qualification,Bucharest,Romania,FALSE
2021-11-12,United States,Mexico,73,81,75,75,73,74,2,0,13,9,1639.42,1672.92,FIFA World Cup qualification,Cincinnati,United States,FALSE
2021-11-14,Spain,Sweden,83,78,85,77,82,75,1,0,7,17,1687.66,1618.69,FIFA World Cup qualification,Seville,Spain,FALSE
2021-11-15,Northern Ireland,Italy,67,84,70,84,71,82,0,0,58,4,1412.21,1750.52,FIFA World Cup qualification,Belfast,Northern Ireland,FALSE
2021-11-15,Scotland,Denmark,73,76,76,81,75,79,2,0,42,10,1451.37,1668.98,FIFA World Cup qualification,Glasgow,Scotland,FALSE
2021-11-15,Poland,Hungary,80,73,75,70,74,73,1,2,23,43,1542.2,1449.08,FIFA World Cup qualification,Warsaw,Poland,FALSE
2021-11-16,Canada,Mexico,76,81,74,77,68,76,2,1,48,9,1432.34,1672.92,FIFA World Cup qualification,Edmonton,Canada,FALSE
2021-11-16,Finland,France,72,88,71,84,70,83,0,2,60,3,1403.96,1779.24,FIFA World Cup qualification,Helsinki,Finland,FALSE
2021-11-16,Wales,Belgium,75,87,74,81,72,80,1,1,19,1,1566.77,1832.33,FIFA World Cup qualification,Cardiff,Wales,FALSE
2021-11-16,Netherlands,Norway,82,79,82,76,84,73,2,0,11,37,1652.01,1471.62,FIFA World Cup qualification,Rotterdam,Netherlands,FALSE
2022-01-30,Canada,United States,77,74,74,74,70,74,2,0,40,11,1462.32,1648.51,FIFA World Cup qualification,Hamilton,Canada,FALSE
2022-03-24,Mexico,United States,79,74,77,74,76,74,0,0,12,13,1647.9,1643.34,FIFA World Cup qualification,Mexico City,Mexico,FALSE
2022-03-24,Sweden,Czech Republic,79,75,76,76,75,75,1,0,17,31,1588.26,1510.42,FIFA World Cup qualification,Stockholm,Sweden,FALSE
2022-03-24,Wales,Austria,74,81,74,76,72,78,2,1,20,30,1578.01,1511.56,FIFA World Cup qualification,Cardiff,Wales,FALSE
2022-03-25,Romania,Greece,71,73,74,74,70,73,0,1,47,55,1453.18,1421.99,Friendly,Bucharest,Romania,FALSE
2022-03-26,Finland,Iceland,72,71,72,70,67,70,1,1,57,60,1411.77,1382.81,Friendly,Murcia,Spain,TRUE
2022-03-26,Netherlands,Denmark,81,76,82,81,84,79,4,2,10,9,1653.73,1654.54,Friendly,Amsterdam,Netherlands,FALSE
2022-03-26,Republic of Ireland,Belgium,69,83,73,82,74,81,2,2,49,1,1444.29,1828.45,Friendly,Dublin,Republic of Ireland,FALSE
2022-03-29,Poland,Sweden,81,79,76,76,78,75,2,0,28,17,1530.62,1588.26,FIFA World Cup qualification,Chorzów,Poland,FALSE
2022-03-29,Austria,Scotland,81,76,76,76,78,76,2,2,30,40,1511.56,1471.82,Friendly,Vienna,Austria,FALSE
2022-03-29,Netherlands,Germany,81,84,82,86,84,81,1,1,10,11,1653.73,1648.33,Friendly,Amsterdam,Netherlands,FALSE
2022-03-29,Northern Ireland,Hungary,66,71,71,71,70,73,0,1,54,41,1424.97,1465.62,Friendly,Belfast,Northern Ireland,FALSE
2022-03-29,Spain,Iceland,83,71,85,70,82,70,5,0,7,60,1704.75,1382.81,Friendly,La Coruña,Spain,FALSE
2022-03-29,Wales,Czech Republic,74,75,74,76,72,75,1,1,20,31,1578.01,1510.42,Friendly,Cardiff,Wales,FALSE
2022-06-01,Italy,Argentina,84,86,84,81,82,81,0,3,6,4,1723.31,1765.13,CONMEBOL–UEFA Cup of Champions,Paris,France,TRUE
2022-06-01,Scotland,Ukraine,73,76,76,77,77,74,1,3,39,27,1472.66,1535.08,FIFA World Cup qualification,Glasgow,Scotland,FALSE
2022-06-01,Poland,Wales,81,74,74,74,75,72,2,1,26,18,1544.2,1588.08,UEFA Nations League,Wrocław,Poland,FALSE
2022-06-02,Spain,Portugal,83,85,85,83,83,85,1,1,7,8,1709.19,1674.78,UEFA Nations League,Sevilla,Spain,FALSE
2022-06-02,Northern Ireland,Greece,65,72,70,75,71,73,0,1,54,55,1423.55,1421.43,UEFA Nations League,Belfast,Northern Ireland,FALSE
2022-06-03,France,Denmark,85,77,86,79,83,78,1,2,3,11,1789.85,1653.6,UEFA Nations League,Paris,France,FALSE
2022-06-03,Belgium,Netherlands,83,82,82,81,80,83,1,4,2,10,1827,1658.66,UEFA Nations League,Brussels,Belgium,FALSE
2022-06-04,Hungary,England,75,85,69,83,73,82,1,0,40,5,1466.08,1761.71,UEFA Nations League,Budapest,Hungary,FALSE
2022-06-04,Italy,Germany,84,83,84,85,82,81,1,1,6,12,1723.31,1650.53,UEFA Nations League,Bologna,Italy,FALSE
2022-06-05,Wales,Ukraine,74,76,74,77,72,74,1,0,18,27,1588.08,1535.08,FIFA World Cup qualification,Cardiff,Wales,FALSE
2022-06-05,Czech Republic,Spain,79,83,76,85,76,83,2,2,33,7,1500.62,1709.19,UEFA Nations League,Prague,Czech Republic,FALSE
2022-06-05,Sweden,Norway,79,81,76,76,75,74,1,2,19,41,1584.77,1463.5,UEFA Nations League,Stockholm,Sweden,FALSE
2022-06-06,Austria,Denmark,79,77,78,79,77,78,1,2,34,11,1500.37,1653.6,UEFA Nations League,Vienna,Austria,FALSE
2022-06-07,Germany,England,83,85,85,83,81,82,1,1,12,5,1650.53,1761.71,UEFA Nations League,Munich,Germany,FALSE
2022-06-07,Italy,Hungary,84,75,84,69,82,73,2,1,6,40,1723.31,1466.08,UEFA Nations League,Cesena,Italy,FALSE
2022-06-08,Wales,Netherlands,74,82,74,81,72,83,1,2,18,10,1588.08,1658.66,UEFA Nations League,Cardiff,Wales,FALSE
2022-06-08,Belgium,Poland,83,81,82,74,80,75,6,1,2,26,1827,1544.2,UEFA Nations League,Brussels,Belgium,FALSE
2022-06-08,Republic of Ireland,Ukraine,69,76,73,77,74,74,0,1,47,27,1449.48,1535.08,UEFA Nations League,Dublin,Republic of Ireland,FALSE
2022-06-09,Portugal,Czech Republic,85,79,83,76,85,76,2,0,8,33,1674.78,1500.62,UEFA Nations League,Lisbon,Portugal,FALSE
2022-06-10,Austria,France,79,85,78,86,77,83,1,1,34,3,1500.37,1789.85,UEFA Nations League,Vienna,Austria,FALSE
2022-06-11,England,Italy,85,84,83,84,82,82,0,0,5,6,1761.71,1723.31,UEFA Nations League,Wolverhampton,England,FALSE
2022-06-11,Hungary,Germany,75,83,69,85,73,81,1,1,40,12,1466.08,1650.53,UEFA Nations League,Budapest,Hungary,FALSE
2022-06-11,Wales,Belgium,74,83,74,82,72,80,1,1,18,2,1588.08,1827,UEFA Nations League,Cardiff,Wales,FALSE
2022-06-11,Netherlands,Poland,82,81,81,74,83,75,2,2,10,26,1658.66,1544.2,UEFA Nations League,Rotterdam,Netherlands,FALSE
2022-06-11,Republic of Ireland,Scotland,69,73,73,76,74,77,3,0,47,39,1449.48,1472.66,UEFA Nations League,Dublin,Republic of Ireland,FALSE
2022-06-11,Romania,Finland,72,72,72,72,68,67,1,0,48,57,1446.54,1406.87,UEFA Nations League,Bucharest,Romania,FALSE
2022-06-12,Spain,Czech Republic,83,79,85,76,83,76,2,0,7,33,1709.19,1500.62,UEFA Nations League,Málaga,Spain,FALSE
2022-06-12,Norway,Sweden,81,79,76,76,74,75,3,2,41,19,1463.5,1584.77,UEFA Nations League,Oslo,Norway,FALSE
2022-06-13,Denmark,Austria,77,79,79,78,78,77,2,0,11,34,1653.6,1500.37,UEFA Nations League,Copenhagen,Denmark,FALSE
2022-06-14,England,Hungary,85,75,83,69,82,73,0,4,5,40,1761.71,1466.08,UEFA Nations League,Wolverhampton,England,FALSE
2022-06-14,Germany,Italy,83,84,85,84,81,82,5,2,12,6,1650.53,1723.31,UEFA Nations League,Mönchengladbach,Germany,FALSE
2022-06-14,Netherlands,Wales,82,74,81,74,83,72,3,2,10,18,1658.66,1588.08,UEFA Nations League,Rotterdam,Netherlands,FALSE
2022-06-14,Poland,Belgium,81,83,74,82,75,80,0,1,26,2,1544.2,1827,UEFA Nations League,Warsaw,Poland,FALSE
2022-06-14,Ukraine,Republic of Ireland,76,69,77,73,74,74,1,1,27,47,1535.08,1449.48,UEFA Nations League,Łódź,Poland,TRUE
2022-09-21,Scotland,Ukraine,73,76,76,77,77,74,3,0,45,27,1462.96,1542.79,UEFA Nations League,Glasgow,Scotland,FALSE
2022-09-22,Australia,New Zealand,75,69,69,67,70,68,1,0,39,103,1483.73,1198.96,Friendly,Brisbane,Australia,FALSE
2022-09-22,France,Austria,85,79,86,78,83,77,2,0,4,33,1764.85,1502.47,UEFA Nations League,Paris,France,FALSE
2022-09-22,Belgium,Wales,83,74,82,74,80,72,2,1,2,19,1821.92,1582.13,UEFA Nations League,Brussels,Belgium,FALSE
2022-09-22,Poland,Netherlands,81,82,74,81,75,83,0,2,26,8,1546.18,1679.41,UEFA Nations League,Warsaw,Poland,FALSE
2022-09-23,Germany,Hungary,83,74,85,69,81,73,0,1,11,37,1658.96,1486.76,UEFA Nations League,Leipzig,Germany,FALSE
2022-09-23,Italy,England,84,85,84,83,82,82,1,0,7,5,1713.86,1737.46,UEFA Nations League,Milan,Italy,FALSE
2022-09-23,Finland,Romania,72,72,72,72,67,68,1,1,59,54,1398.41,1427.84,UEFA Nations League,Helsinki,Finland,FALSE
2022-09-24,Czech Republic,Portugal,79,85,76,83,76,85,0,4,32,9,1502.9,1678.65,UEFA Nations League,Prague,Czech Republic,FALSE
2022-09-24,Scotland,Republic of Ireland,73,69,76,73,77,74,2,1,45,47,1462.96,1442.48,UEFA Nations League,Glasgow,Scotland,FALSE
2022-09-25,New Zealand,Australia,69,75,67,69,68,70,0,2,103,39,1198.96,1483.73,Friendly,Auckland,New Zealand,FALSE
2022-09-25,Denmark,France,77,85,79,86,78,83,2,0,10,4,1665.47,1764.85,UEFA Nations League,Copenhagen,Denmark,FALSE
2022-09-25,Wales,Poland,74,81,74,74,72,75,0,1,19,26,1582.13,1546.18,UEFA Nations League,Cardiff,Wales,FALSE
2022-09-25,Netherlands,Belgium,82,83,81,82,83,80,1,0,8,2,1679.41,1821.92,UEFA Nations League,Amsterdam,Netherlands,FALSE
2022-09-26,England,Germany,85,83,83,85,82,81,3,3,5,11,1737.46,1658.96,UEFA Nations League,London,England,FALSE
2022-09-26,Hungary,Italy,74,84,69,84,73,82,0,2,37,7,1486.76,1713.86,UEFA Nations League,Budapest,Hungary,FALSE
2022-09-27,Portugal,Spain,85,83,83,85,85,83,0,1,9,6,1678.65,1716.93,UEFA Nations League,Braga,Portugal,FALSE
2022-09-27,Ukraine,Scotland,76,73,77,76,74,77,0,0,27,45,1542.79,1462.96,UEFA Nations League,Kraków,Poland,TRUE
2022-09-27,Greece,Northern Ireland,72,65,75,70,73,71,3,1,49,58,1441.45,1399.1,UEFA Nations League,Athens,Greece,FALSE
2022-11-20,Qatar,Ecuador,73,74,71,76,71,75,0,2,50,44,1439.89,1464.39,FIFA World Cup,Al Khor,Qatar,FALSE
2022-11-21,England,Iran,86,81,83,72,83,72,6,2,5,20,1728.47,1564.61,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-11-21,Senegal,Netherlands,79,83,77,83,77,83,0,2,18,8,1584.38,1694.51,FIFA World Cup,Doha,Qatar,TRUE
2022-11-21,United States,Wales,77,78,78,76,76,77,1,1,16,19,1627.48,1569.82,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-11-22,Argentina,Saudi Arabia,85,71,83,72,83,71,1,2,3,51,1773.88,1437.78,FIFA World Cup,Lusail,Qatar,TRUE
2022-11-22,Denmark,Tunisia,78,72,83,75,80,72,0,0,10,30,1666.57,1507.54,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-11-22,Mexico,Poland,79,80,77,76,76,76,0,0,13,26,1644.89,1548.59,FIFA World Cup,Doha,Qatar,TRUE
2022-11-22,France,Australia,86,72,84,72,83,71,4,1,4,38,1759.78,1488.72,FIFA World Cup,Al Wakrah,Qatar,TRUE
2022-11-23,Morocco,Croatia,76,83,74,82,78,78,0,0,22,12,1563.5,1645.64,FIFA World Cup,Al Khor,Qatar,TRUE
2022-11-23,Germany,Japan,84,75,85,78,83,76,1,2,11,24,1650.21,1559.54,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-11-23,Spain,Costa Rica,84,77,85,73,84,73,7,0,7,31,1715.22,1503.59,FIFA World Cup,Doha,Qatar,TRUE
2022-11-23,Belgium,Canada,82,75,83,78,81,72,1,0,2,41,1816.71,1475,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-11-24,Switzerland,Cameroon,77,75,78,75,78,73,1,0,15,43,1635.92,1471.44,FIFA World Cup,Al Wakrah,Qatar,TRUE
2022-11-24,Uruguay,South Korea,82,78,81,73,80,75,0,0,14,28,1638.71,1530.3,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-11-24,Portugal,Ghana,83,75,85,76,84,74,3,2,9,61,1676.56,1393,FIFA World Cup,Doha,Qatar,TRUE
2022-11-24,Brazil,Serbia,85,80,85,80,83,75,2,0,1,21,1841.3,1563.62,FIFA World Cup,Lusail,Qatar,TRUE
2022-11-25,Wales,Iran,78,81,76,72,77,72,0,2,19,20,1569.82,1564.61,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-11-25,Qatar,Senegal,73,79,71,77,71,77,1,3,50,18,1439.89,1584.38,FIFA World Cup,Doha,Qatar,FALSE
2022-11-25,Netherlands,Ecuador,83,74,83,76,83,75,1,1,8,44,1694.51,1464.39,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-11-25,England,United States,86,77,83,78,83,76,0,0,5,16,1728.47,1627.48,FIFA World Cup,Al Khor,Qatar,TRUE
2022-11-26,Tunisia,Australia,72,72,75,72,72,71,0,1,30,38,1507.54,1488.72,FIFA World Cup,Al Wakrah,Qatar,TRUE
2022-11-26,Poland,Saudi Arabia,80,71,76,72,76,71,2,0,26,51,1548.59,1437.78,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-11-26,France,Denmark,86,78,84,83,83,80,2,1,4,10,1759.78,1666.57,FIFA World Cup,Doha,Qatar,TRUE
2022-11-26,Argentina,Mexico,85,79,83,77,83,76,2,0,3,13,1773.88,1644.89,FIFA World Cup,Lusail,Qatar,TRUE
2022-11-27,Japan,Costa Rica,75,77,78,73,76,73,0,1,24,31,1559.54,1503.59,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-11-27,Belgium,Morocco,82,76,83,74,81,78,0,2,2,22,1816.71,1563.5,FIFA World Cup,Doha,Qatar,TRUE
2022-11-27,Croatia,Canada,83,75,82,78,78,72,4,1,12,41,1645.64,1475,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-11-27,Spain,Germany,84,84,85,85,84,83,1,1,7,11,1715.22,1650.21,FIFA World Cup,Al Khor,Qatar,TRUE
2022-11-28,Cameroon,Serbia,75,80,75,80,73,75,3,3,43,21,1471.44,1563.62,FIFA World Cup,Al Wakrah,Qatar,TRUE
2022-11-28,South Korea,Ghana,78,75,73,76,75,74,2,3,28,61,1530.3,1393,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-11-28,Brazil,Switzerland,85,77,85,78,83,78,1,0,1,15,1841.3,1635.92,FIFA World Cup,Doha,Qatar,TRUE
2022-11-28,Portugal,Uruguay,83,82,85,81,84,80,2,0,9,14,1676.56,1638.71,FIFA World Cup,Lusail,Qatar,TRUE
2022-11-29,Ecuador,Senegal,74,79,76,77,75,77,1,2,44,18,1464.39,1584.38,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-11-29,Netherlands,Qatar,83,73,83,71,83,71,2,0,8,50,1694.51,1439.89,FIFA World Cup,Al Khor,Qatar,FALSE
2022-11-29,Iran,United States,81,77,72,78,72,76,0,1,20,16,1564.61,1627.48,FIFA World Cup,Doha,Qatar,TRUE
2022-11-29,Wales,England,78,86,76,83,77,83,0,3,19,5,1569.82,1728.47,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-11-30,Tunisia,France,72,86,75,84,72,83,1,0,30,4,1507.54,1759.78,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-11-30,Australia,Denmark,72,78,72,83,71,80,1,0,38,10,1488.72,1666.57,FIFA World Cup,Al Wakrah,Qatar,TRUE
2022-11-30,Poland,Argentina,80,85,76,83,76,83,0,2,26,3,1548.59,1773.88,FIFA World Cup,Doha,Qatar,TRUE
2022-11-30,Saudi Arabia,Mexico,71,79,72,77,71,76,1,2,51,13,1437.78,1644.89,FIFA World Cup,Lusail,Qatar,TRUE
2022-12-01,Croatia,Belgium,83,82,82,83,78,81,0,0,12,2,1645.64,1816.71,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-12-01,Canada,Morocco,75,76,78,74,72,78,1,2,41,22,1475,1563.5,FIFA World Cup,Doha,Qatar,TRUE
2022-12-01,Japan,Spain,75,84,78,85,76,84,2,1,24,7,1559.54,1715.22,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-12-01,Costa Rica,Germany,77,84,73,85,73,83,2,4,31,11,1503.59,1650.21,FIFA World Cup,Al Khor,Qatar,TRUE
2022-12-02,South Korea,Portugal,78,83,73,85,75,84,2,1,28,9,1530.3,1676.56,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-12-02,Ghana,Uruguay,75,82,76,81,74,80,0,2,61,14,1393,1638.71,FIFA World Cup,Al Wakrah,Qatar,TRUE
2022-12-02,Serbia,Switzerland,80,77,80,78,75,78,2,3,21,15,1563.62,1635.92,FIFA World Cup,Doha,Qatar,TRUE
2022-12-02,Cameroon,Brazil,75,85,75,85,73,83,1,0,43,1,1471.44,1841.3,FIFA World Cup,Lusail,Qatar,TRUE
2022-12-03,Netherlands,United States,83,77,83,78,83,76,3,1,8,16,1694.51,1627.48,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-12-03,Argentina,Australia,85,72,83,72,83,71,2,1,3,38,1773.88,1488.72,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-12-04,France,Poland,86,80,84,76,83,76,3,1,4,26,1759.78,1548.59,FIFA World Cup,Doha,Qatar,TRUE
2022-12-04,England,Senegal,86,79,83,77,83,77,3,0,5,18,1728.47,1584.38,FIFA World Cup,Al Khor,Qatar,TRUE
2022-12-05,Japan,Croatia,75,83,78,82,76,78,1,1,24,12,1559.54,1645.64,FIFA World Cup,Al Wakrah,Qatar,TRUE
2022-12-05,Brazil,South Korea,85,78,85,73,83,75,4,1,1,28,1841.3,1530.3,FIFA World Cup,Doha,Qatar,TRUE
2022-12-06,Morocco,Spain,76,84,74,85,78,84,0,0,22,7,1563.5,1715.22,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-12-06,Portugal,Switzerland,83,77,85,78,84,78,6,1,9,15,1676.56,1635.92,FIFA World Cup,Lusail,Qatar,TRUE
2022-12-09,Croatia,Brazil,83,85,82,85,78,83,1,1,12,1,1645.64,1841.3,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-12-09,Netherlands,Argentina,83,85,83,83,83,83,2,2,8,3,1694.51,1773.88,FIFA World Cup,Lusail,Qatar,TRUE
2022-12-10,Morocco,Portugal,76,83,74,85,78,84,1,0,22,9,1563.5,1676.56,FIFA World Cup,Doha,Qatar,TRUE
2022-12-10,England,France,86,86,83,84,83,83,1,2,5,4,1728.47,1759.78,FIFA World Cup,Al Khor,Qatar,TRUE
2022-12-13,Argentina,Croatia,85,83,83,82,83,78,3,0,3,12,1773.88,1645.64,FIFA World Cup,Lusail,Qatar,TRUE
2022-12-14,France,Morocco,86,76,84,74,83,78,2,0,4,22,1759.78,1563.5,FIFA World Cup,Al Khor,Qatar,TRUE